Khu vực,Tiêu đề,Giá (triệu),Diện tích (m²),Giá/m² (triệu),Vị trí,Ngày đăng,Cắt lỗ?,Link
Nam Từ Liêm,"Bán: Studio-2 tỷ, 1PN+ 3.3 tỷ, 2PN 4.15 tỷ, 3PN 5 tỷ đầy đủ nội thất KĐT Vinhomes Smart City",4150.0,55.0,75.45454545454545,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/ban-gap-studio-1-8-ty-1pn-2-8-ty-2pn-3-4-ty-2pn-goc-3-85-ty-3pn-4-4-ty-kdt-city-pr43078554
Nam Từ Liêm,Chính chủ bán căn hộ 2PN+ 62.8m2 Masteri (có thể sửa thành 3PN) rẻ nhất thị trưởng chỉ 5 tỷ 820.,5820.0,62.8,92.6751592356688,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/chinh-chu-ban-2pn-62-8m2-co-the-sua-thanh-3pn-re-nhat-thi-truong-chi-5-ty-820-pr45231402
Nam Từ Liêm,"Cần bán gấp căn 3PN - DT 80.1m2, view hồ, tòa B Masteri West Heights Tây Mỗ, rẻ hơn tt 200tr.",,80.1,,·P. Tây Mỗ,Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/ban-gap-3pn-dt-80-1m2-view-toa-b-marteri-7-3-ty-pr45231116
Nam Từ Liêm,Em chính chủ cần bán nhanh trong tuần căn hộ 3N2VS - 73.9m2 - Dự án Vinhome Smart City Tây Mỗ,6150.0,73.9,83.22056833558862,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/em-chinh-chu-ban-nhanh-trong-tuan-3n2vs-73-9m2-du-an-vinhomesmart-mo-pr44088875
Nam Từ Liêm,"Bán căn hộ Xuân Phương QH Trịnh Văn Bô 53m2 2PN tầng Trung ban công Đông Nam, giá 4,7 tỷ",4700.0,53.0,88.67924528301887,P. Phương Canh (P. Xuân Phương mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phuong-canh-xuan-phuong-residence/ban-qh-trinh-van-bo-53m-2pn-tang-trung-ban-cong-ong-nam-gia-4-7-ty-pr45290294
Nam Từ Liêm,"Tôi chủ nhà cần bán căn studio giá 2,86 tỷ tòa I3 Imperia đầy đủ nội thất. Lh:0362 203 ***",2860.0,28.3,101.06007067137809,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-imperia-smart-city/toi-chu-nha-ban-studio-dtich-32m2-khu-saphire-gia-1-68-ty-day-du-noi-that-lh-pr43973036
Nam Từ Liêm,"Chào bán căn hộ 3PN2VS Masteri West Homes, 74m2 full đồ, giá chào 8 tỷ thu net View đẹp sang trọng!",8000.0,74.0,108.10810810810811,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/chao-ban-3pn2vs-homes-74m2-full-o-gia-chao-8-ty-thu-net-view-ep-sang-trong-pr45181548
Nam Từ Liêm,"Chính chủ bán căn Masteri West Home 47m2 sửa 2N1VS view đẹp, nhà full nội thất 4,950 tỷ net",4950.0,47.0,105.31914893617021,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/gia-chu-ban-47m2-setup-2n1vs-sieu-vip-view-nha-full-noi-that-home-5-5ty-net-pr44613737
Nam Từ Liêm,"Chính chủ cần bán căn 2PN (1VS) 54.2m² toà The Sapphire Vinhomes, giá 4tỷ700 bao gồm thuế phí",4700.0,54.2,86.71586715867159,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/chinh-chu-ban-2pn-1vs-54-2m-toa-gia-4ty600-bao-gom-thue-phi-pr45106076
Nam Từ Liêm,"Chính chủ bán cắt lỗ CH 2PN 54,5m2 giá 4,8 tỷ tại The Miami Tây Mỗ, Nam Từ Liêm, Hà Nội",4800.0,54.5,88.07339449541284,P. Tây Mỗ,Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-miami/chinh-chu-ban-cat-lo-ch-2pn-54-8m2-gia-3-6-ty-tai-vinhomes-smart-city-nam-tu-liem-ha-noi-pr43274323
Nam Từ Liêm,"Chính chủ bán gấp căn 2PN 1VS phân khu Sapphire, giá: 4,7 tỷ, tầng trung, DT: 54,6m2 view thoáng",4700.0,54.6,86.08058608058607,P. Tây Mỗ,Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/chinh-chu-ban-gap-2pn-1vs-phan-khu-gia-4-7-ty-tang-trung-dt-54-6m2-view-thoang-pr45118928
Nam Từ Liêm,"Chính chủ gửi bán 1PN + 1, phân khu cao cấp Mas A, giá: 4,35 tỷ, DT: 46,9m2 view công viên hồ",4350.0,41.9,103.81861575178998,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/chinh-chu-ban-1pn-1-phan-khu-cao-cap-mas-a-gia-3-65-ty-tang-trung-dt-46-9m2-view-cong-vien-ho-pr43794098
Nam Từ Liêm,CC bán căn 1PN + 43m2 đầy đủ nội thất giá 3.8 tỷ The Sapphire Vinhomes Smart City,3800.0,43.0,88.37209302325581,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/cc-ban-1pn-43m2-day-du-noi-that-gia-3-8-ty-city-pr44514748
Nam Từ Liêm,"CC bán Masteri: Căn 1PN+ 42.6m và căn Studio 30.8m. Full đồ đẹp, chính chủ giá rẻ hơn tt 250tr/căn",,30.8,,·P. Tây Mỗ,Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/cc-ban-1pn-42-6m-va-studio-30-8m-full-o-ep-chinh-chu-gia-re-hon-tt-250tr-can-pr45300148
Nam Từ Liêm,Chính chủ bán: Studio - 1 tỷ955; 1PN+ 3.2tỷ; 2PN - 3.9 tỷ; 2PN+ 4.6 tỷ; 3PN - 5.6 tỷ Vin Smart City,,64.0,,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/chinh-chu-ban-studio-1-ty955-1pn-3-2ty-2pn-3-9-ty-2pn-4-6-ty-3pn-5-6-ty-vin-city-pr45237019
Nam Từ Liêm,"Tôi bán 09CH Studio 1,96 tỷ 1PN 3,2tỷ, 2PN 55m2 4,1tỷ, 2PN + 64m2 4,68tỷ, 3PN 5,5 tỷ tại Smart City",2300.0,30.0,76.66666666666667,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/toi-ban-10ch-studio-1-7-ty-1pn-2-6ty-2pn-3-3ty-2pn-goc-3-9ty-3pn-goc-4-42ty-city-pr43449850
Nam Từ Liêm,Em Thúy bán Imperia Smart City: Stu 2tỷ; 1PN+ 3.6tỷ;2PN 54m 3.8tỷ; 2PN+ 64m 5.5tỷ; 3pn 75m 6.3 tỷ.,,63.9,,·P. Tây Mỗ,Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-imperia-smart-city/em-thuy-ban-stu-2ty-1pn-3-6ty-2pn-54m-3-8ty-2pn-64m-5-5ty-3pn-75m-6-3-ty-pr45230331
Nam Từ Liêm,"Em Hiền bán 08 căn Masteri West Heights: 3PN, 2PN+, 1PN+, Studio (giá từ 2 tỷ 350 - 6.8 tỷ)",,63.9,,·P. Tây Mỗ,Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/em-hien-ban-08-3pn-2pn-1pn-studio-gia-tu-2-ty-350-6-8-ty-pr45193843
