Khu vực,Tiêu đề,Giá (triệu),Diện tích (m²),Giá/m² (triệu),Vị trí,Ngày đăng,Cắt lỗ?,Link
Cầu Giấy,"Bán căn GÓC 2PN cực đẹp Sun Feliza Cầu Giấy, view thành phố, ngắm pháo hoa tại nhà, 75m2 - 11.2 tỷ",11200.0,75.3,148.73837981407704,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 3 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-sun-feliza-suites/ban-goc-2pn-cuc-ep-cau-giay-view-thanh-pho-ngam-phao-hoa-tai-nha-75m2-11-2-ty-pr45254952
Cầu Giấy,"Căn góc 3PN diện tích 100m2 toà F2, giá 14 tỷ, view ngã tư Phạm Hùng, Sun Feliza Cầu Giấy",14000.0,100.0,140.0,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 4 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-sun-feliza-suites/goc-3pn-dien-tich-100m2-toa-f2-gia-14-ty-view-nga-tu-pham-hung-cau-giay-pr45169108
Cầu Giấy,Duy nhất căn 3PN Sun Feliza Cầu Giấy - tầng trung view pháo hoa - giá chỉ 15 tỷ - hướng Nam,15000.0,105.0,142.85714285714286,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 4 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-sun-feliza-suites/duy-nhat-3pn-cau-giay-tang-trung-view-phao-hoa-gia-chi-15-ty-huong-nam-pr45244626
Cầu Giấy,"Bán chung cư Sông Đà 7 - Viện Chiến Lược, phố Tú Mỡ. 135.4m2 -0975 118 ***",12000.0,135.4,88.62629246676514,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tu-mo-phuong-trung-hoa-4-chung-cu-song-da-7/ban-vien-chien-luoc-140m2-nha-dep-pr44622762
Cầu Giấy,"Bán căn hộ cao cấp phố Trung Kính, Yên Hòa, có 3 phòng ngủ",10000.0,128.7,77.70007770007771,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-chung-cu-113-trung-kinh/ban-cao-cap-co-3-phong-ngu-pr44356433
Cầu Giấy,"Chính chủ bán căn hộ cao cấp tòa Trung Yên 1 - KĐT Trung Yên; 4PN, 3VS",11600.0,125.0,92.8,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-hoa-2-chung-cu-cao-tang-trung-yen-i/chinh-chu-ban-cap-toa-1-kdt-4pn-3vs-pr45137666
Cầu Giấy,"Căn hộ chung cư 118m2 giá 9 tỷ tòa Trung Yên 1, ngã tư Trung Kính - Vũ Phạm Hàm sửa được 4 ngủ",9000.0,118.0,76.27118644067797,P. Trung Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-pham-ham-phuong-trung-hoa-4-chung-cu-cao-tang-trung-yen-i/chinh-chu-gui-ban-chcc-toa-1-nga-tu-kinh-120m2-gia-nhinh-10-ty-pr44710219
Cầu Giấy,"Tôi bán căn hộ Yên Hòa Sunshine - Số 9 Vũ Phạm Hàm, 140,3m2, ban công Đông Nam cần bán gấp",13300.0,140.3,94.79686386315038,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-pham-ham-phuong-trung-hoa-4-yen-hoa-sunshine/toi-ban-so-9-140-3m-ban-cong-dong-nam-ban-gap-pr45058628
Cầu Giấy,"Bán chung cư HH1, Yên Hòa, 96,25m2, 2PN, 7,9 tỷ -0975 118 ***",7900.0,96.25,82.07792207792208,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-dinh-nghe-phuong-yen-hoa-2-khu-do-thi-yen-hoa/ban-hh1-96-25m2-2pn-7-99-ty-pr44644248
Cầu Giấy,"Bán căn hộ Trung Yên 1, Cầu Giấy vị trí trung tâm, full nội thất, sổ đỏ chính chủ, giá tốt",10600.0,134.0,79.1044776119403,P. Trung Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-pham-ham-phuong-trung-hoa-4-chung-cu-cao-tang-trung-yen-i/ban-1-cau-giay-vi-tri-tam-full-noi-that-so-do-chinh-chu-gia-tot-pr44270874
Cầu Giấy,"Bán suất ngoại giao căn hộ cao cấp dự án Hà Nội Signature, MP Nguyễn Văn Huyên, Cầu Giấy",34900.0,174.3,200.2294893861159,P. Nghĩa Đô,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-huyen-phuong-nghia-do-1-hanoi-signature/ban-suat-ngoai-giao-cao-cap-du-an-ha-noi-view-cong-vien-o-tay-pr45203724
Cầu Giấy,"Căn hộ chung cư 3PN, 1WC tại 127 Nguyễn Phong Sắc, 5,4 tỷ, 53,8/100m2",5400.0,53.8,100.37174721189592,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phong-sac-phuong-dich-vong-hau-7/3pn-1wc-tai-127-5-4-ty-53-8-100m2-pr45255901
