Khu vực,Tiêu đề,Giá (triệu),Diện tích (m²),Giá/m² (triệu),Vị trí,Ngày đăng,Cắt lỗ?,Link
Cầu Giấy,"Giảm 1 tỷ đồng! Bán căn hộ Vinhomes D'Capitale 3PN - 95m2, nhà đẹp view hồ, giá chỉ 12.5 tỷ BAO PHÍ",12500.0,95.0,131.57894736842104,·P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-vinhomes-d-capitale/ban-dcapitale-3pn-95m2-nha-dep-view-gia-chi-13-5-ty-pr44761556
Cầu Giấy,"Bán quỹ căn hộ IPH 93m2, 98m2, 117m2, 145m2, 200m2, từ 2-3-4 phòng ngủ. Giá tốt nhất, LH0389 018 ***",11800.0,93.0,126.88172043010752,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-indochina-plaza-hanoi/ban-quy-iph-93m2-98m2-117m2-145m2-200m2-tu-2-3-4-phong-ngu-gia-tot-nhat-lh-pr44884158
Cầu Giấy,"Trung Hoà Nhân Chính, 17T;18T;24T;34T diện tích từ 65m2, 117m2, 122m2, 146m2, 153m2, 235m2 giá rẻ",9800.0,121.0,80.99173553719008,·P. Trung Hòa (P. Yên Hòa mới),Đăng 2 ngày trước,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-khu-do-thi-trung-hoa-nhan-chinh/ban-17t1-117m2-bc-mat-gia-4ty3-lh-0922893368-pr37685005
Cầu Giấy,"Bán gấp căn hộ chung cư tòa N09B2 ĐTM Dịch Vọng, DT 123m2, 3 PN, căn góc, view công viên Cầu Giấy",10100.0,123.0,82.11382113821138,P. Dịch Vọng (P. Cầu Giấy mới),Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dich-vong-khu-do-thi-moi-dich-vong/ban-gap-toa-n09b2-tm-dt-123m2-3-pn-goc-view-cong-vien-cau-giay-pr45194911
Cầu Giấy,"BQL tòa nhà bán căn hộ chung cư tòa CT2 Vimeco DT 182m2, 4 PN, 3 WC, tầng cao, căn góc 2 ban công",13800.0,182.0,75.82417582417582,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chanh-phuong-trung-hoa-4-vimeco-ii-nguyen-chanh/bql-toa-nha-ban-toa-ct2-dt-182m2-4-pn-3-wc-tang-cao-goc-2-ban-cong-pr44980051
Cầu Giấy,"Bán căn hộ chung cư tòa CT2 Vimeco Nguyễn Chánh, DT 96m2, 3 PN, 2 wc, tầng đẹp, căn góc view thoáng",8500.0,96.0,88.54166666666667,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chanh-phuong-trung-hoa-4-vimeco-ii-nguyen-chanh/ban-toa-ct2-dt-96m2-3-pn-2-wc-tang-dep-goc-view-thoang-pr44971005
Cầu Giấy,"Bán gấp căn hộ chung cư tòa Trung Yên I DT 134m2, 4 PN, tầng trung view thoáng, nội thất mới đẹp",11500.0,134.0,85.82089552238806,P. Trung Hòa (P. Cầu Giấy mới),Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-trung-hoa-4-chung-cu-cao-tang-trung-yen-i/ban-gap-toa-dt-134m2-4-pn-view-thoang-noi-that-moi-ep-pr45176407
Cầu Giấy,"Bán gấp căn hộ chung cư cao cấp Home City Trung Kính DT 71m2, 2 phòng ngủ, 2 WC, tầng cao, view đẹp",7500.0,71.0,105.63380281690141,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-home-city-trung-kinh/ban-gap-cao-cap-dt-71m2-2-phong-ngu-2-wc-tang-cao-view-ep-pr45192678
Cầu Giấy,"Tôi bán căn hộ chung cư tòa Trung Yên Plaza - 112m2, giá tốt thị trường",10000.0,112.0,89.28571428571429,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trung-yen-11-phuong-trung-hoa-4-trung-yen-plaza/toi-ban-toa-112m2-gia-tot-thi-truong-pr44525997
Cầu Giấy,Tôi căn hộ N07B3 Thành Thái Cầu Giấy - 95m có 2 phòng ngủ 2 vệ sinh có thể sửa 03PN,8450.0,95.0,88.94736842105263,P. Dịch Vọng (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-khu-do-thi-moi-dich-vong/toi-n07b3-cau-giay-95m-co-2-phong-ngu-2-ve-sinh-co-the-sua-03pn-pr45244050
Cầu Giấy,"Căn hộ chung cư 118m2 giá 9 tỷ tòa Trung Yên 1, ngã tư Trung Kính - Vũ Phạm Hàm sửa được 4 ngủ",9000.0,118.0,76.27118644067797,P. Trung Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-pham-ham-phuong-trung-hoa-4-chung-cu-cao-tang-trung-yen-i/chinh-chu-gui-ban-chcc-toa-1-nga-tu-kinh-120m2-gia-nhinh-10-ty-pr44710219
Cầu Giấy,Cần bán căn hộ 4PN ở Tú Mỡ - Nguyễn Chánh sát cạnh tiểu học Trung Yên 1 nhà đẹp ở ngay!,11200.0,135.4,82.7178729689808,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tu-mo-phuong-trung-hoa-4-chung-cu-song-da-7/hiem-ban-goc-4pn-dep-o-vien-chien-luoc-khoa-hoc-cong-an-toa-nha-7-pr44508159
Cầu Giấy,"Chính chủ bán căn hộ cao cấp tòa Trung Yên 1 - KĐT Trung Yên; 4PN, 3VS",11800.0,130.0,90.76923076923077,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-trung-hoa-4-chung-cu-cao-tang-trung-yen-i/chinh-chu-ban-cap-toa-1-kdt-4pn-3vs-pr44699656
Cầu Giấy,"Căn góc 3PN diện tích 100m2 toà F2, giá 14 tỷ, view ngã tư Phạm Hùng, Sun Feliza Cầu Giấy",14000.0,100.0,140.0,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 2 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-sun-feliza-suites/goc-3pn-dien-tich-100m2-toa-f2-gia-14-ty-view-nga-tu-pham-hung-cau-giay-pr45169108
Cầu Giấy,"Bán căn góc 2PN cực đẹp Sun Feliza Cầu Giấy, view thành phố, ngắm pháo hoa tại nhà, 75m2 - 11.2 tỷ",11200.0,75.0,149.33333333333334,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 1 tuần trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-sun-feliza-suites/ban-goc-2pn-cuc-ep-cau-giay-view-thanh-pho-ngam-phao-hoa-tai-nha-75m2-11-2-ty-pr45254952
Cầu Giấy,"(Chính chủ). Bán gấp căn hộ 2PN - 3PN chung cư Vinhomes D'Capitale, View Hồ, giá rẻ nhất!",11800.0,93.0,126.88172043010752,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-vinhomes-d-capitale/chinh-chu-ban-gap-2pn-76m2-va-3pn-90m2-dcapitale-gia-sieu-re-pr42527084
Cầu Giấy,"Bán gấp căn hộ 3PN, 2WC, 113m2 tại IPH, view không bị chắn, giá 13,9 tỷ , full nội thất , sẵn sổ đỏ",14000.0,113.0,123.89380530973452,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-indochina-plaza-hanoi/ban-gap-3pn-2wc-113m2-tai-ha-noi-gia-tot-nhat-hien-tai-pr45183301
Cầu Giấy,Bán nhanh CHCC N09B2 Dịch Vọng view nhìn thẳng ra công viên Cầu Giấy,11500.0,126.0,91.26984126984127,P. Dịch Vọng (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dich-vong-khu-do-thi-moi-dich-vong/ban-nhanh-chcc-n09b2-view-nhin-thang-ra-cong-vien-cau-giay-pr45304856
Cầu Giấy,CH 3PN giá đẹp nhất Sun Feliza Cầu Giấy - tiện ích 6* - trần cao 14m - vị trí kim cương - 139tr/m2,13900.0,100.0,139.0,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-sun-feliza-suites/ban-3pn-cau-giay-tien-ich-6-tran-cao-14m-vi-tri-kim-cuong-150tr-m2-pr44473942
Cầu Giấy,"Trực tiếp CĐT bán căn 3PN hơn 100m2, tầng cao, view thoáng tất cả các phòng đều hướng Nam mát mẻ",16600.0,102.0,162.7450980392157,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-sun-feliza-suites/truc-tiep-c-t-ban-3pn-hon-100m2-tang-cao-view-thoang-tat-ca-cac-phong-eu-huong-nam-mat-me-pr45303745
Cầu Giấy,"Bán quỹ căn hộ chung cư CC Indochina Plaza Xuân Thủy Cầu Giấy. Sổ sẵn, có slot xe. LH0818 340 ***",11800.0,98.0,120.40816326530613,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-indochina-plaza-hanoi/ban-quy-cc-cau-giay-so-san-co-slot-xe-lh-pr45003534
Cầu Giấy,"Chuyển nhượng quỹ căn Mipec Rubik giá tốt từ 2-4PN, hỗ trợ vay tới 70% LH:0339 728 ***(Em Tiến)",8800.0,70.0,125.71428571428571,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-mipec-rubik-360/chuyen-nhuong-quy-gia-tot-tu-2-4pn-tro-vay-toi-70-lh-0339728888-em-tien-pr45293207
Cầu Giấy,"Hạ giá bán quỹ căn 2,3,4PN tại Mipec giá tốt nhất, hỗ trợ vay ngân hàng từ 70%, sẵn sổ giao dịch",14390.0,108.0,133.24074074074073,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-mipec-rubik-360/ha-gia-ban-quy-2-3-4pn-tai-gia-tot-nhat-tro-vay-ngan-hang-tu-70-san-so-giao-dich-pr45277523
Cầu Giấy,"Bán căn góc 4 ngủ Trung Hòa, Cầu Giấy 140m2 - 13 tỷ -0988 579 ***",13000.0,140.0,92.85714285714286,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-trung-hoa-4/ban-goc-4-ngu-cau-giay-140m2-13-ty-0988579062-pr45298483
Cầu Giấy,Bán căn hộ chung cư cao cấp N05 tòa 25T2,15390.0,162.0,95.0,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm qua,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-n05-kdt-dong-nam-tran-duy-hung/ban-cao-cap-toa-25t2-pr45297787
Cầu Giấy,"Bán căn hoa hậu tầng trung 2 phòng ngủ, hướng Đông Nam, full đồ, giá nhỉnh 9 tỷ",9900.0,96.8,102.27272727272728,P. Dịch Vọng (P. Cầu Giấy mới),Đăng 2 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cau-giay-phuong-dich-vong-bamboo-airways-tower/ban-hoa-hau-tang-trung-2-ngu-huong-ong-nam-full-o-gia-nhinh-9-ty-pr45294106
Cầu Giấy,EM CHÍNH CHỦ BÁN CĂN B1X02 SKYPARK RESEDIENCE NHÀ CƠ BẢN TẦNG TRUNG VIEW THOÁNG,10800.0,79.3,136.19167717528373,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 2 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ton-that-thuyet-phuong-dich-vong-hau-sky-park-residence/em-chinh-chu-ban-b1x02-skypark-resedience-nha-co-ban-tang-trung-view-thoang-pr45293541
Cầu Giấy,"Căn góc 5 phòng ngủ 160m2, toà F3, view nội khu siêu đẹp, giá 137 triệu/m2, Sun Feliza Cầu Giấy",22000.0,160.0,137.5,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 2 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-sun-feliza-suites/cau-giay-con-duy-nhat-1-4-phong-ngu-160m2-view-noi-khu-sieu-dep-gia-137-trieu-m2-pr44612257
Cầu Giấy,"Siêu phẩm Mipec Rubik360 109.8m2 nhà đẹp như ảnh, sẵn sổ hồng giá 14 tỷ nhận nhà ở ngay",14000.0,109.8,127.50455373406193,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 2 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-mipec-rubik-360/sieu-pham-rubik360-109-8m-nha-ep-nhu-anh-san-so-hong-gia-14-ty-nhan-nha-o-ngay-pr45289313
Cầu Giấy,"BQL tòa nhà mở bán quỹ căn 2N-3N-4N chung cư Indochina Plaza Hà Nội, cập nhật mới nhất (01/2025)",13200.0,113.0,116.8141592920354,P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 2 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-indochina-plaza-hanoi/bql-toa-nha-mo-ban-quy-2n-3n-4n-ha-noi-cap-nhat-moi-nhat-01-2025-pr45161181
Hà Đông,"Bán đợt 1 chung cư aN Bình Homeland - 3 tầng 15,19,20 (cam kết giá tốt nhất thị trường),0917 136 ***",,67.0,,·P. Dương Nội,Đăng 3 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-duong-noi-an-binh-homeland/ban-ot-1-3-tang-15-19-20-cam-ket-gia-tot-nhat-thi-truong-0917136119-pr45206328
Hà Đông,"Chính chủ - cần bán căn hộ DT 68m2, 2PN 2WC, toà CT6A - Xa La, Hà Đông. (Ảnh thật 100%)",4650.0,68.0,68.38235294117646,P. Phúc La (P. Hà Đông mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phung-hung-1-phuong-phuc-la-khu-do-thi-moi-xa-la/chinh-chu-ban-dt-69m2-2pn-2wc-toa-ct6a-ha-dong-anh-that-100-pr44906745
Hà Đông,"Bán nhanh căn hộ 2PN 2WC 65m2 view hồ điều hòa KĐT Thanh Hà, tầng 15 khu 6 tòa, giá chỉ 3.0xx tỷ",,65.0,,P. Kiến Hưng,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-kien-hung-khu-do-thi-thanh-ha-muong-thanh/ban-nhanh-2pn-2wc-65m2-view-ieu-hoa-k-t-tang-15-6-toa-gia-chi-3-0xx-ty-pr45309796
Hà Đông,"Chính chủ - cần bán căn hộ DT 68m2, 2PN 2WC, toà CT6A - Xa La, Hà Đông. (Ảnh thật 100%)",4650.0,68.0,68.38235294117646,P. Phúc La (P. Hà Đông mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phung-hung-1-phuong-phuc-la-khu-do-thi-moi-xa-la/chinh-chu-ban-dt-69m2-2pn-2wc-toa-ct6a-ha-dong-anh-that-100-pr44906745
Hà Đông,"Bán căn 2228 CT1, 103m2, chung cư The Pride - Hà Đông, Hà Nội",6800.0,102.8,66.147859922179,P. La Khê (P. Hà Đông mới),Đăng 3 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-the-pride/ban-2228-ct1-103m2-ha-ong-ha-noi-pr45245706
Hà Đông,"Chính chủ bán CC 3PN, 3WC, 8.3 tỷ - 158m2, 2 ban công rộng. CT12, KĐT Văn Phú - Hà Đông, Hà Nội",8300.0,158.0,52.53164556962025,P. Phú La (P. Kiến Hưng mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phu-la-khu-do-thi-moi-van-phu/chinh-chu-ban-cc-3pn-3wc-158m2-ct12-kdt-ha-dong-ha-noi-pr44466732
Hà Đông,"Tôi cần bán căn hộ 3PN Mulberry Lane, full nội thất, sổ hồng lâu dài, BC Đông Nam, giá 8.95 tỷ",8950.0,114.5,78.16593886462883,P. Mỗ Lao (P. Hà Đông mới),Đăng 3 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-mulberry-lane/chinh-chu-ban-3pn-full-noi-that-so-hong-lau-dai-bc-dong-nam-gia-8-99-ty-pr44942410
Hà Đông,Chính chủ bán CC căn góc 75m2 - 2PN 2WC full nội thất - 6.1tỷ - Hà Đông -0378 813 ***(chủ nhà),6100.0,75.0,81.33333333333333,P. La Khê (P. Hà Đông mới),Đăng 3 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-the-pride/chinh-chu-ban-cc-goc-75m-2pn-2wc-full-noi-that-6-x-ty-ha-ong-037-88-131-88-chu-nha-pr45206050
Hà Đông,View đỉnh nhất dự án Seasons Avenue - biệt thự vườn nghỉ dưỡng nằm ngay chung cư Seasons Avenue,10200.0,111.4,91.56193895870736,P. Mỗ Lao (P. Hà Đông mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-seasons-avenue/view-inh-nhat-du-an-biet-thu-vuon-nghi-duong-nam-ngay-avenue-pr45239139
Hà Đông,"Cơ hội vàng tại Samsora: Căn góc 91,5m2 3PN, nội thất đẹp, giá cực tốt 7,5 tỷ Lh0336 730 ***",7500.0,91.5,81.9672131147541,P. Quang Trung (P. Hà Đông mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-chu-van-an-phuong-quang-trung-17-samsora-premier/co-hoi-vang-tai-goc-91-5m-3pn-noi-that-dep-gia-cuc-tot-7-5-ty-lh-pr44956870
Hà Đông,"Bán căn góc 3PN full đồ cao cấp, có slot đỗ xe ô tô, tầng trung hướng Đông Bắc tại Mulberry Lane",10500.0,130.4,80.52147239263803,P. Mỗ Lao (P. Hà Đông mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-mulberry-lane/doc-la-chao-ban-2n-dep-net-cang-dien-tich-lon-114m2-dtm-goi-ngay-0969-483-268-pr37392776
